x	y	g	gxx	gyy	gzz	gxy	gxz	gyz	 
17.5	49.5	-0.400004	0.766655	-0.481837	-0.284818	-0.908896	-1.00119	1.98019	
17.5	50.5	-0.380677	0.743296	-0.533868	-0.209427	-0.88221	-0.929766	1.88572	
17.5	51.5	-0.362281	0.720607	-0.577759	-0.142849	-0.854232	-0.863132	1.79392	
17.5	52.5	-0.344788	0.698548	-0.614295	-0.0842536	-0.82538	-0.801061	1.70507	
17.5	53.5	-0.328169	0.677089	-0.644217	-0.0328724	-0.796012	-0.743316	1.61938	
17.5	54.5	-0.31239	0.656205	-0.668214	0.0120087	-0.766427	-0.689656	1.53701	
17.5	55.5	-0.297417	0.63588	-0.686927	0.0510477	-0.736875	-0.639841	1.45803	
17.5	56.5	-0.283218	0.616097	-0.700946	0.0848484	-0.707564	-0.593635	1.38249	
17.5	57.5	-0.269756	0.596847	-0.710811	0.113963	-0.678662	-0.550807	1.31039	
17.5	58.5	-0.256999	0.57812	-0.717016	0.138896	-0.650308	-0.511135	1.2417	
17.5	59.5	-0.244911	0.559908	-0.720012	0.160104	-0.622611	-0.474403	1.17636	
17.5	60.5	-0.23346	0.542204	-0.720206	0.178001	-0.595654	-0.440407	1.1143	
17.5	61.5	-0.222614	0.525002	-0.717965	0.192963	-0.569503	-0.408954	1.05541	
17.5	62.5	-0.212342	0.508295	-0.71362	0.205325	-0.544204	-0.379858	0.999602	
17.5	63.5	-0.202613	0.492076	-0.707469	0.215393	-0.51979	-0.352949	0.946755	
17.5	64.5	-0.193397	0.476339	-0.699777	0.223438	-0.496279	-0.328063	0.896753	
17.5	65.5	-0.184668	0.461077	-0.690782	0.229705	-0.47368	-0.305049	0.849473	
17.5	66.5	-0.176399	0.446283	-0.680694	0.234412	-0.451994	-0.283765	0.80479	
17.5	67.5	-0.168564	0.431948	-0.669701	0.237754	-0.431213	-0.264079	0.762581	
17.5	68.5	-0.16114	0.418064	-0.657968	0.239904	-0.411326	-0.245869	0.722724	
17.5	69.5	-0.154102	0.404623	-0.645641	0.241018	-0.392314	-0.229021	0.685098	
18.5	0.5	-0.756786	1.8831	1.57952	-3.46261	0.149056	-1.89953	-3.33833	
18.5	1.5	-0.790139	2.03364	1.87327	-3.9069	-0.0450333	-1.99302	-3.32633	
18.5	2.5	-0.823184	2.21799	2.1711	-4.38909	-0.281625	-2.07261	-3.27554	
18.5	3.5	-0.855498	2.44696	2.46201	-4.90898	-0.564996	-2.13072	-3.17931	
18.5	4.5	-0.886596	2.73435	2.73065	-5.46501	-0.897717	-2.15746	-3.03108	
18.5	5.5	-0.915928	3.09719	2.95638	-6.05357	-1.27901	-2.14021	-2.82518	
18.5	6.5	-0.942895	3.55553	3.11267	-6.6682	-1.70226	-2.06344	-2.55807	
18.5	7.5	-0.966886	4.13117	3.16733	-7.2985	-2.15163	-1.90908	-2.23035	
18.5	8.5	-0.987325	4.84462	3.08458	-7.92919	-2.5978	-1.65798	-1.84968	
18.5	9.5	-1.00376	5.70941	2.83024	-8.53964	-2.99366	-1.29342	-1.43446	
18.5	10.5	-1.01601	6.72297	2.38198	-9.10495	-3.27166	-0.807767	-1.01746	
18.5	11.5	-1.02427	7.85389	1.74594	-9.59983	-3.34678	-0.212961	-0.646638	
18.5	12.5	-1.02928	9.02888	0.976469	-10.0053	-3.1318	0.447574	-0.377881	
18.5	13.5	-1.03232	10.1296	0.1855	-10.3151	-2.56821	1.09424	-0.256159	
18.5	14.5	-1.03493	11.0113	-0.476676	-10.5346	-1.66161	1.62456	-0.291877	
18.5	15.5	-1.03857	11.5421	-0.868556	-10.6736	-0.49653	1.94343	-0.449822	
18.5	16.5	-1.04411	11.6414	-0.905442	-10.736	0.782423	1.99324	-0.660578	
18.5	17.5	-1.05169	11.2993	-0.581133	-10.7182	2.01151	1.76721	-0.845979	
18.5	18.5	-1.06073	10.5716	0.0420258	-10.6136	3.04811	1.30329	-0.942081	
18.5	19.5	-1.0701	9.55888	0.860211	-10.4191	3.79409	0.667977	-0.909347	
18.5	20.5	-1.07843	8.38424	1.75291	-10.1372	4.20238	-0.0583569	-0.732574	
18.5	21.5	-1.0843	7.17357	2.60057	-9.77414	4.27727	-0.792604	-0.419926	
18.5	22.5	-1.08648	6.03497	3.30435	-9.33932	4.07104	-1.46217	-0.00250283	
18.5	23.5	-1.08415	5.03937	3.80692	-8.84629	3.66786	-2.01913	0.47309	
18.5	24.5	-1.07698	4.21459	4.09824	-8.31283	3.15683	-2.4455	0.959402	
18.5	25.5	-1.06505	3.55539	4.20242	-7.75781	2.61025	-2.74665	1.4201	
18.5	26.5	-1.04874	3.03935	4.15835	-7.1977	2.07618	-2.94003	1.83337	
18.5	27.5	-1.02858	2.6392	4.00578	-6.64497	1.58162	-3.04643	2.18938	
18.5	28.5	-1.00515	2.32938	3.77882	-6.1082	1.13894	-3.08525	2.48606	
18.5	29.5	-0.979045	2.08847	3.50435	-5.59282	0.751554	-3.07284	2.72569	
18.5	30.5	-0.950812	1.8995	3.20259	-5.10209	0.418009	-3.02232	2.91267	
18.5	31.5	-0.92095	1.74942	2.88835	-4.63777	0.134394	-2.94394	3.05223	
18.5	32.5	-0.889907	1.62841	2.57229	-4.2007	-0.104202	-2.84566	3.14979	
18.5	33.5	-0.858076	1.5291	2.26196	-3.79105	-0.302905	-2.7336	3.21055	
18.5	34.5	-0.825802	1.44603	1.96259	-3.40863	-0.46665	-2.61251	3.2394	
18.5	35.5	-0.79338	1.37518	1.67775	-3.05293	-0.599991	-2.48605	3.24083	
18.5	36.5	-0.761063	1.31356	1.40969	-2.72325	-0.70703	-2.35704	3.21892	
18.5	37.5	-0.729067	1.25897	1.15979	-2.41876	-0.791407	-2.22767	3.17737	
18.5	38.5	-0.69757	1.2098	0.928683	-2.13849	-0.856328	-2.09963	3.11953	
18.5	39.5	-0.666721	1.16486	0.71652	-1.88138	-0.904603	-1.97421	3.04836	
18.5	40.5	-0.636638	1.12325	0.523053	-1.64631	-0.938684	-1.85236	2.96652	
18.5	41.5	-0.607418	1.08433	0.347759	-1.43209	-0.960715	-1.7348	2.87637	
18.5	42.5	-0.579132	1.04761	0.189909	-1.23751	-0.972562	-1.62205	2.77997	
18.5	43.5	-0.551833	1.01272	0.0486319	-1.06135	-0.975851	-1.51445	2.67912	
18.5	44.5	-0.525559	0.979389	-0.0770355	-0.902353	-0.971997	-1.4122	2.57539	
18.5	45.5	-0.500331	0.947417	-0.188113	-0.759304	-0.962232	-1.3154	2.47012	
18.5	46.5	-0.476158	0.916643	-0.285644	-0.630999	-0.947622	-1.22407	2.36444	
18.5	47.5	-0.45304	0.88695	-0.370677	-0.516273	-0.929094	-1.13815	2.2593	
18.5	48.5	-0.430968	0.858244	-0.444241	-0.414004	-0.907445	-1.05753	2.15549	
18.5	49.5	-0.409924	0.830456	-0.507335	-0.323121	-0.883366	-0.982043	2.05366	
18.5	50.5	-0.389886	0.803528	-0.560917	-0.242611	-0.857447	-0.911513	1.95431	
18.5	51.5	-0.370828	0.777417	-0.605898	-0.17152	-0.830192	-0.845729	1.85784	
18.5	52.5	-0.352719	0.752089	-0.643134	-0.108956	-0.802031	-0.784467	1.76456	
18.5	53.5	-0.335525	0.727515	-0.673425	-0.0540897	-0.773327	-0.727495	1.67469	
18.5	54.5	-0.319213	0.703671	-0.697517	-0.00615463	-0.744385	-0.674573	1.58836	
18.5	55.5	-0.303746	0.680538	-0.716094	0.0355559	-0.715459	-0.625466	1.50567	
18.5	56.5	-0.289087	0.658098	-0.729787	0.0716895	-0.686758	-0.579938	1.42666	
18.5	57.5	-0.275201	0.636336	-0.739174	0.102838	-0.658456	-0.53776	1.3513	
18.5	58.5	-0.262049	0.615238	-0.744778	0.12954	-0.63069	-0.498711	1.27958	
18.5	59.5	-0.249597	0.594791	-0.747076	0.152285	-0.60357	-0.462577	1.21141	
18.5	60.5	-0.237809	0.574983	-0.746497	0.171515	-0.577182	-0.429154	1.14672	
18.5	61.5	-0.226652	0.5558	-0.743429	0.187629	-0.55159	-0.398249	1.0854	
18.5	62.5	-0.216091	0.537231	-0.738218	0.200987	-0.52684	-0.369679	1.02733	
18.5	63.5	-0.206095	0.519263	-0.731176	0.211913	-0.502966	-0.343273	0.97239	
18.5	64.5	-0.196633	0.501883	-0.722579	0.220696	-0.479985	-0.318867	0.920452	
18.5	65.5	-0.187676	0.48508	-0.712675	0.227595	-0.457906	-0.296312	0.871382	
18.5	66.5	-0.179196	0.468839	-0.701681	0.232843	-0.43673	-0.275467	0.825046	
18.5	67.5	-0.171166	0.453147	-0.689793	0.236646	-0.416448	-0.2562	0.781311	
18.5	68.5	-0.163562	0.437992	-0.67718	0.239188	-0.397049	-0.238388	0.740045	
18.5	69.5	-0.156358	0.423359	-0.663993	0.240634	-0.378514	-0.221921	0.70112	
19.5	0.5	-0.775172	1.93117	1.76661	-3.69778	0.0145497	-1.77538	-3.43002	
19.5	1.5	-0.809384	2.07618	2.10471	-4.18089	-0.208797	-1.8535	-3.40542	
19.5	2.5	-0.843127	2.2551	2.45302	-4.70812	-0.484707	-1.91318	-3.33459	
19.5	3.5	-0.875892	2.48026	2.79974	-5.28	-0.82068	-1.94461	-3.20834	
19.5	4.5	-0.907076	2.76814	3.12733	-5.89547	-1.22315	-1.93449	-3.0169	
19.5	5.5	-0.935981	3.14015	3.41072	-6.55087	-1.69556	-1.8651	-2.7508	
19.5	6.5	-0.961817	3.62306	3.61546	-7.23852	-2.23515	-1.71345	-2.40238	
19.5	7.5	-0.983743	4.2482	3.69665	-7.94485	-2.82806	-1.45096	-1.9687	
19.5	8.5	-1.00093	5.04838	3.5998	-8.64818	-3.44246	-1.04463	-1.45627	
19.5	9.5	-1.01268	6.05104	3.26605	-9.31709	-4.02052	-0.46124	-0.888007	
19.5	10.5	-1.01866	7.26622	2.64526	-9.91148	-4.47078	0.322941	-0.312262	
19.5	11.5	-1.01917	8.66784	1.72241	-10.3902	-4.66633	1.30337	0.189937	
19.5	12.5	-1.01546	10.1697	0.558809	-10.7285	-4.46167	2.41992	0.511737	
19.5	13.5	-1.00986	11.6117	-0.675629	-10.9361	-3.74434	3.53813	0.557928	
19.5	14.5	-1.00532	12.7839	-1.72919	-11.0548	-2.50519	4.47101	0.302057	
19.5	15.5	-1.0046	13.4909	-2.36117	-11.1297	-0.870529	5.04336	-0.186144	
19.5	16.5	-1.00936	13.6149	-2.43414	-11.1807	0.933333	5.1537	-0.769482	
19.5	17.5	-1.01981	13.1458	-1.9487	-11.1971	2.65346	4.79633	-1.30044	
19.5	18.5	-1.03482	12.1711	-1.01689	-11.1542	4.07893	4.04335	-1.66698	
19.5	19.5	-1.05239	10.8391	0.19416	-11.0332	5.07473	3.00979	-1.80551	
19.5	20.5	-1.07008	9.32241	1.50257	-10.825	5.58124	1.82945	-1.69045	
19.5	21.5	-1.08538	7.79543	2.72615	-10.5216	5.61125	0.644122	-1.33204	
19.5	22.5	-1.09609	6.40567	3.71074	-10.1164	5.25346	-0.41902	-0.786129	
19.5	23.5	-1.10078	5.24015	4.37647	-9.61662	4.64811	-1.28183	-0.142516	
19.5	24.5	-1.09891	4.31753	4.72909	-9.04662	3.93396	-1.9265	0.511651	
19.5	25.5	-1.09071	3.61166	4.82591	-8.43757	3.21083	-2.37598	1.11787	
19.5	26.5	-1.07681	3.08008	4.7366	-7.81668	2.53507	-2.66817	1.64781	
19.5	27.5	-1.05803	2.68112	4.52206	-7.20318	1.93164	-2.84038	2.09343	
19.5	28.5	-1.03521	2.38027	4.22881	-6.60909	1.40722	-2.92359	2.45729	
19.5	29.5	-1.00914	2.15097	3.89024	-6.04121	0.959244	-2.94173	2.74651	
19.5	30.5	-0.980503	1.97349	3.5296	-5.50309	0.58105	-2.91276	2.96961	
19.5	31.5	-0.949935	1.83347	3.16278	-4.99625	0.26461	-2.85004	3.13508	
19.5	32.5	-0.917967	1.7205	2.80058	-4.52109	0.00187754	-2.7635	3.25081	
19.5	33.5	-0.885061	1.62714	2.45017	-4.07731	-0.214616	-2.66053	3.32386	
19.5	34.5	-0.851611	1.54804	2.11622	-3.66426	-0.391532	-2.5467	3.36053	
19.5	35.5	-0.817953	1.47938	1.80165	-3.28103	-0.534692	-2.42619	3.36634	
19.5	36.5	-0.784371	1.41845	1.50814	-2.92659	-0.649117	-2.30219	3.34619	
19.5	37.5	-0.751101	1.36331	1.23648	-2.59979	-0.739117	-2.17711	3.3044	
19.5	38.5	-0.718342	1.3126	0.986824	-2.29942	-0.808383	-2.05282	3.24477	
19.5	39.5	-0.686254	1.26533	0.758887	-2.02421	-0.860074	-1.9307	3.17065	
19.5	40.5	-0.654967	1.22081	0.552047	-1.77285	-0.896897	-1.8118	3.085	
19.5	41.5	-0.624584	1.17854	0.365457	-1.54399	-0.921176	-1.6969	2.9904	
19.5	42.5	-0.595182	1.13817	0.198109	-1.33628	-0.934908	-1.58654	2.88911	
19.5	43.5	-0.566818	1.09944	0.048893	-1.14833	-0.939815	-1.48113	2.78309	
19.5	44.5	-0.53953	1.06217	-0.0833643	-0.978802	-0.93738	-1.38088	2.67402	
19.5	45.5	-0.513342	1.02621	-0.199863	-0.826349	-0.928884	-1.28592	2.56334	
19.5	46.5	-0.488265	0.991476	-0.301807	-0.689669	-0.915431	-1.19629	2.45227	
19.5	47.5	-0.464295	0.957878	-0.39038	-0.567498	-0.897973	-1.11194	2.34183	
19.5	48.5	-0.441423	0.925359	-0.466733	-0.458626	-0.877327	-1.03277	2.23285	
19.5	49.5	-0.419631	0.893871	-0.531973	-0.361898	-0.854197	-0.958651	2.126	
19.5	50.5	-0.398894	0.863375	-0.587149	-0.276225	-0.829184	-0.889395	2.02184	
19.5	51.5	-0.379184	0.833838	-0.633255	-0.200583	-0.802801	-0.824807	1.92077	
19.5	52.5	-0.360467	0.805234	-0.671219	-0.134015	-0.775484	-0.76467	1.82312	
19.5	53.5	-0.342709	0.777537	-0.701904	-0.0756325	-0.747598	-0.708756	1.7291	
19.5	54.5	-0.325872	0.750724	-0.726108	-0.0246154	-0.719453	-0.656834	1.63887	
19.5	55.5	-0.309919	0.724775	-0.744567	0.0197916	-0.691305	-0.608671	1.55251	
19.5	56.5	-0.294809	0.69967	-0.757951	0.0582802	-0.663365	-0.564036	1.47005	
19.5	57.5	-0.280505	0.675391	-0.766873	0.0914817	-0.635806	-0.522705	1.39148	
19.5	58.5	-0.266967	0.651919	-0.771889	0.119971	-0.608767	-0.484457	1.31676	
19.5	59.5	-0.254157	0.629234	-0.773501	0.144267	-0.582359	-0.449082	1.2458	
19.5	60.5	-0.242038	0.60732	-0.772163	0.164843	-0.556667	-0.416379	1.17851	
19.5	61.5	-0.230575	0.586158	-0.768279	0.182122	-0.531756	-0.386157	1.11478	
19.5	62.5	-0.219731	0.565729	-0.762215	0.196486	-0.507672	-0.358234	1.05448	
19.5	63.5	-0.209474	0.546015	-0.754294	0.208279	-0.484448	-0.332441	0.99748	
19.5	64.5	-0.199771	0.526997	-0.744805	0.217807	-0.462102	-0.308617	0.943633	
19.5	65.5	-0.190591	0.508657	-0.734004	0.225347	-0.440642	-0.286613	0.892799	
19.5	66.5	-0.181906	0.490977	-0.722119	0.231142	-0.420068	-0.266289	0.844834	
19.5	67.5	-0.173686	0.473936	-0.709348	0.235413	-0.400373	-0.247515	0.799596	
19.5	68.5	-0.165905	0.457517	-0.69587	0.238353	-0.381545	-0.230172	0.756945	
19.5	69.5	-0.158539	0.4417	-0.681836	0.240135	-0.363564	-0.214146	0.716742	
20.5	0.5	-0.792251	1.95026	1.97815	-3.92841	-0.111205	-1.63844	-3.50753	
20.5	1.5	-0.827163	2.08155	2.36958	-4.45113	-0.362315	-1.70012	-3.46651	
20.5	2.5	-0.861396	2.24423	2.78056	-5.02479	-0.676843	-1.73851	-3.36989	
20.5	3.5	-0.894333	2.45141	3.19941	-5.65082	-1.06639	-1.74122	-3.20485	
20.5	4.5	-0.925217	2.72145	3.60727	-6.32872	-1.54269	-1.69078	-2.95678	
20.5	5.5	-0.953139	3.07946	3.97512	-7.05458	-2.11557	-1.56293	-2.60989	
20.5	6.5	-0.977034	3.55868	4.25996	-7.81864	-2.78911	-1.32449	-2.14896	
20.5	7.5	-0.9957	4.20057	4.40117	-8.60174	-3.55484	-0.931719	-1.5631	
20.5	8.5	-1.00788	5.05185	4.31884	-9.37069	-4.38137	-0.330354	-0.852965	
20.5	9.5	-1.01242	6.15605	3.91747	-10.0735	-5.20086	0.539944	-0.0427088	
20.5	10.5	-1.00861	7.53787	3.10051	-10.6384	-5.89475	1.73268	0.801606	
20.5	11.5	-0.996704	9.17974	1.8068	-10.9865	-6.28324	3.26532	1.54893	
20.5	12.5	-0.978627	10.9882	0.0871903	-11.0754	-6.1372	5.06478	1.99793	
20.5	13.5	-0.958432	12.7642	-1.80711	-10.9571	-5.25544	6.91305	1.94586	
20.5	14.5	-0.941622	14.2276	-3.45429	-10.7733	-3.59758	8.47815	1.32755	
20.5	15.5	-0.933325	15.1088	-4.44769	-10.6611	-1.34705	9.44807	0.280489	
20.5	16.5	-0.936557	15.2401	-4.56622	-10.6739	1.15163	9.64948	-0.929992	
20.5	17.5	-0.951552	14.6069	-3.82747	-10.7794	3.51209	9.08136	-2.03187	
20.5	18.5	-0.976188	13.3424	-2.43367	-10.9087	5.42319	7.87692	-2.8353	
20.5	19.5	-1.00695	11.6646	-0.654486	-11.0101	6.70721	6.23106	-3.24722	
20.5	20.5	-1.03969	9.80714	1.24625	-11.0534	7.29805	4.35745	-3.22631	
20.5	21.5	-1.07003	7.99348	2.99669	-10.9902	7.22157	2.49174	-2.77495	
20.5	22.5	-1.09407	6.40808	4.34894	-10.757	6.622	0.857039	-1.99238	
20.5	23.5	-1.10937	5.14314	5.1927	-10.3358	5.7288	-0.422274	-1.05884	
20.5	24.5	-1.11529	4.19246	5.57697	-9.76943	4.75063	-1.34295	-0.136367	
20.5	25.5	-1.11244	3.49885	5.62238	-9.12123	3.81558	-1.96754	0.685736	
20.5	26.5	-1.10201	2.99731	5.44584	-8.44316	2.98073	-2.37011	1.37803	
20.5	27.5	-1.08531	2.63332	5.135	-7.76832	2.26169	-2.61291	1.94207	
20.5	28.5	-1.06356	2.36598	4.74921	-7.11519	1.65453	-2.74245	2.39119	
20.5	29.5	-1.03782	2.16601	4.32711	-6.49313	1.14773	-2.79201	2.74143	
20.5	30.5	-1.00901	2.01284	3.89343	-5.90626	0.727841	-2.78517	3.00797	
20.5	31.5	-0.977892	1.89212	3.46383	-5.35594	0.381848	-2.73868	3.20412	
20.5	32.5	-0.945121	1.79391	3.04815	-4.84206	0.0981331	-2.66454	3.34119	
20.5	33.5	-0.911234	1.71137	2.65241	-4.36378	-0.133314	-2.57142	3.42868	
20.5	34.5	-0.876685	1.63978	2.28012	-3.9199	-0.32096	-2.46568	3.47467	
20.5	35.5	-0.841856	1.5759	1.93316	-3.50907	-0.471895	-2.35202	3.48595	
20.5	36.5	-0.807062	1.51755	1.61229	-3.12985	-0.59204	-2.23395	3.46838	
20.5	37.5	-0.772568	1.46325	1.31752	-2.78077	-0.686333	-2.11411	3.42696	
20.5	38.5	-0.738588	1.412	1.04836	-2.46036	-0.758903	-1.99448	3.36605	
20.5	39.5	-0.705299	1.36314	0.80397	-2.16711	-0.813215	-1.87655	3.28939	
20.5	40.5	-0.672842	1.31625	0.583271	-1.89952	-0.852187	-1.76145	3.20027	
20.5	41.5	-0.641326	1.27103	0.385036	-1.65606	-0.878289	-1.65	3.10151	
20.5	42.5	-0.610835	1.2273	0.207939	-1.43524	-0.893618	-1.54281	2.99559	
20.5	43.5	-0.581431	1.18494	0.0506009	-1.23554	-0.899963	-1.44028	2.88462	
20.5	44.5	-0.553154	1.14388	-0.0883806	-1.0555	-0.898854	-1.34269	2.77041	
20.5	45.5	-0.526028	1.10405	-0.210402	-0.893653	-0.891602	-1.25017	2.65451	
20.5	46.5	-0.500065	1.06543	-0.316834	-0.7486	-0.879332	-1.16279	2.53822	
20.5	47.5	-0.475262	1.02799	-0.409006	-0.618983	-0.863011	-1.08052	2.42261	
20.5	48.5	-0.451607	0.991698	-0.488196	-0.503502	-0.843464	-1.00328	2.30857	
20.5	49.5	-0.429082	0.956541	-0.55562	-0.400922	-0.821403	-0.930945	2.19683	
20.5	50.5	-0.407661	0.9225	-0.612423	-0.310077	-0.797431	-0.863353	2.08796	
20.5	51.5	-0.387312	0.889555	-0.659682	-0.229873	-0.772065	-0.800314	1.98238	
20.5	52.5	-0.368001	0.857688	-0.698398	-0.15929	-0.745741	-0.741623	1.88044	
20.5	53.5	-0.349691	0.826879	-0.729498	-0.0973809	-0.718828	-0.687061	1.78235	
20.5	54.5	-0.332341	0.797108	-0.753836	-0.0432716	-0.691633	-0.636405	1.68829	
20.5	55.5	-0.315911	0.768354	-0.772196	0.00384161	-0.664415	-0.589429	1.59832	
20.5	56.5	-0.300361	0.740595	-0.785289	0.0446942	-0.637384	-0.545908	1.51248	
20.5	57.5	-0.285648	0.713808	-0.793765	0.0799571	-0.610714	-0.505622	1.43075	
20.5	58.5	-0.271732	0.687971	-0.798212	0.11024	-0.584543	-0.468357	1.35307	
20.5	59.5	-0.258573	0.663061	-0.799157	0.136096	-0.558981	-0.433907	1.27937	
20.5	60.5	-0.246132	0.639053	-0.797076	0.158023	-0.534115	-0.402074	1.20954	
20.5	61.5	-0.23437	0.615923	-0.792396	0.176473	-0.510009	-0.37267	1.14344	
20.5	62.5	-0.223251	0.593648	-0.785496	0.191849	-0.486708	-0.345518	1.08095	
20.5	63.5	-0.21274	0.572201	-0.776715	0.204513	-0.464245	-0.32045	1.02192	
20.5	64.5	-0.202802	0.55156	-0.766352	0.214792	-0.442639	-0.29731	0.966199	
20.5	65.5	-0.193405	0.531698	-0.754674	0.222976	-0.421897	-0.275949	0.913635	
20.5	66.5	-0.184519	0.512593	-0.741916	0.229323	-0.40202	-0.256231	0.864075	
20.5	67.5	-0.176114	0.494218	-0.728283	0.234064	-0.383	-0.238028	0.817365	
20.5	68.5	-0.168163	0.476551	-0.713956	0.237406	-0.364825	-0.221222	0.773356	
20.5	69.5	-0.160638	0.459566	-0.699095	0.239529	-0.347476	-0.205702	0.731903	
21.5	0.5	-0.807906	1.93994	2.21139	-4.15132	-0.22082	-1.49108	-3.57021	
21.5	1.5	-0.843351	2.0486	2.66524	-4.71383	-0.49564	-1.5361	-3.50889	
21.5	2.5	-0.877861	2.18281	3.15181	-5.33462	-0.844658	-1.55308	-3.38051	
21.5	3.5	-0.910679	2.35528	3.66086	-6.01614	-1.28425	-1.52681	-3.16727	
21.5	4.5	-0.940852	2.58465	4.17385	-6.7585	-1.8327	-1.4352	-2.84753	
21.5	5.5	-0.96719	2.8979	4.65919	-7.55709	-2.50846	-1.24613	-2.39574	
21.5	6.5	-0.988233	3.3328	5.06569	-8.39849	-3.32586	-0.913531	-1.78381	
21.5	7.5	-1.00224	3.93958	5.31431	-9.25389	-4.2862	-0.373096	-0.985711	
21.5	8.5	-1.00728	4.77834	5.29123	-10.0696	-5.36213	0.459746	0.01194	
21.5	9.5	-1.0014	5.90748	4.84836	-10.7558	-6.47536	1.68474	1.18999	
21.5	10.5	-0.983145	7.36013	3.81943	-11.1796	-7.47397	3.39807	2.46452	
21.5	11.5	-0.952428	9.11561	2.06452	-11.1801	-8.11641	5.65155	3.63667	
21.5	12.5	-0.911938	11.0719	-0.409643	-10.6622	-8.07507	8.36716	4.34742	
21.5	13.5	-0.868428	13.0174	-3.24904	-9.76832	-7.03242	11.221	4.18376	
21.5	14.5	-0.831719	14.6447	-5.76567	-8.87899	-4.89516	13.6742	2.99858	
21.5	15.5	-0.811024	15.6293	-7.29482	-8.3345	-1.8991	15.2124	1.05033	
21.5	16.5	-0.811642	15.7279	-7.47622	-8.25172	1.46994	15.5398	-1.1768	
21.5	17.5	-0.833835	14.8927	-6.34319	-8.54953	4.62687	14.6455	-3.19231	
21.5	18.5	-0.873672	13.3218	-4.2583	-9.06347	7.09613	12.7662	-4.67071	
21.5	19.5	-0.925048	11.3524	-1.67449	-9.67795	8.65411	10.2423	-5.49098	
21.5	20.5	-0.981127	9.29574	1.0409	-10.3366	9.26596	7.40678	-5.60079	
21.5	21.5	-1.03456	7.39146	3.50472	-10.8962	8.99125	4.62261	-4.96674	
21.5	22.5	-1.07853	5.81405	5.31416	-11.1282	8.05162	2.25362	-3.76019	
21.5	23.5	-1.10908	4.62444	6.32356	-10.948	6.79817	0.477502	-2.34499	
21.5	24.5	-1.12573	3.77683	6.67889	-10.4557	5.51913	-0.74788	-1.01327	
21.5	25.5	-1.13004	3.18676	6.60742	-9.79418	4.36046	-1.55381	0.113654	
21.5	26.5	-1.12419	2.77701	6.28978	-9.06679	3.36788	-2.06546	1.02133	
21.5	27.5	-1.11026	2.48962	5.84251	-8.33214	2.54005	-2.3759	1.73512	
21.5	28.5	-1.09002	2.28413	5.33553	-7.61965	1.85859	-2.54911	2.28821	
21.5	29.5	-1.06493	2.13297	4.80977	-6.94274	1.30132	-2.6282	2.71083	
21.5	30.5	-1.03616	2.01763	4.28902	-6.30665	0.847238	-2.64237	3.02787	
21.5	31.5	-1.00466	1.92571	3.78691	-5.71262	0.478153	-2.61161	3.25916	
21.5	32.5	-0.971205	1.84898	3.31104	-5.16002	0.178861	-2.54985	3.42047	
21.5	33.5	-0.936438	1.78203	2.86535	-4.64738	-0.0631083	-2.4669	3.52438	
21.5	34.5	-0.900875	1.72135	2.45158	-4.17293	-0.2579	-2.36983	3.58105	
21.5	35.5	-0.864946	1.66471	2.07009	-3.73479	-0.413754	-2.26375	3.59881	
21.5	36.5	-0.829005	1.6107	1.72041	-3.33112	-0.537364	-2.15244	3.58458	
21.5	37.5	-0.793342	1.55852	1.40157	-2.96009	-0.634194	-2.03868	3.54416	
21.5	38.5	-0.758193	1.50767	1.11226	-2.61992	-0.70872	-1.92459	3.48247	
21.5	39.5	-0.72375	1.45791	0.850986	-2.3089	-0.764634	-1.81172	3.40371	
21.5	40.5	-0.690164	1.40914	0.616151	-2.0253	-0.805002	-1.70126	3.3115	
21.5	41.5	-0.657554	1.36135	0.406093	-1.76744	-0.832385	-1.59407	3.20894	
21.5	42.5	-0.62601	1.31454	0.219132	-1.53367	-0.848935	-1.49078	3.0987	
21.5	43.5	-0.595598	1.26877	0.0535956	-1.32236	-0.856476	-1.39185	2.98305	
21.5	44.5	-0.566361	1.22407	-0.0921612	-1.13191	-0.856553	-1.29756	2.86395	
21.5	45.5	-0.538325	1.1805	-0.21974	-0.960759	-0.850486	-1.20809	2.74305	
21.5	46.5	-0.511501	1.13809	-0.330687	-0.807405	-0.839403	-1.12352	2.62173	
21.5	47.5	-0.485888	1.09688	-0.42648	-0.670397	-0.824267	-1.04385	2.50114	
21.5	48.5	-0.461473	1.05688	-0.508526	-0.548351	-0.805904	-0.969007	2.38222	
21.5	49.5	-0.438235	1.0181	-0.578152	-0.439952	-0.785021	-0.898892	2.26573	
21.5	50.5	-0.416148	0.980561	-0.6366	-0.343961	-0.762218	-0.833356	2.15228	
21.5	51.5	-0.395178	0.944246	-0.685031	-0.259215	-0.738008	-0.772225	2.04232	
21.5	52.5	-0.375289	0.909151	-0.724519	-0.184633	-0.712826	-0.715306	1.9362	
21.5	53.5	-0.35644	0.875263	-0.756055	-0.119208	-0.687036	-0.662394	1.83415	
21.5	54.5	-0.338591	0.842563	-0.780548	-0.062015	-0.660945	-0.613274	1.73634	
21.5	55.5	-0.321699	0.811031	-0.798829	-0.0122021	-0.634808	-0.56773	1.64286	
21.5	56.5	-0.30572	0.780645	-0.811654	0.0310098	-0.608835	-0.525546	1.55372	
21.5	57.5	-0.29061	0.751377	-0.819708	0.0683307	-0.583199	-0.486508	1.4689	
