x	y	g	gxx	gyy	gzz	gxy	gxz	gyz	 
38.5	27.5	-1.2817	3.74078	6.33402	-10.0748	-2.37488	0.839434	1.63302	
38.5	28.5	-1.26225	3.50017	5.88743	-9.3876	-1.75196	0.983251	2.23843	
38.5	29.5	-1.23731	3.32357	5.39809	-8.72166	-1.2546	1.04448	2.73137	
38.5	30.5	-1.20794	3.18693	4.89355	-8.08047	-0.86172	1.05116	3.12775	
38.5	31.5	-1.17503	3.07454	4.39079	-7.46532	-0.554214	1.02271	3.44132	
38.5	32.5	-1.13935	2.9763	3.90025	-6.87655	-0.315719	0.972552	3.68362	
38.5	33.5	-1.10156	2.88581	3.42835	-6.31416	-0.132624	0.909943	3.86425	
38.5	34.5	-1.06225	2.79913	2.97902	-5.77815	0.00623104	0.84124	3.99127	
38.5	35.5	-1.0219	2.71393	2.55467	-5.26859	0.10992	0.77076	4.07151	
38.5	36.5	-0.980951	2.62893	2.1567	-4.78563	0.18579	0.701378	4.11093	
38.5	37.5	-0.939795	2.54354	1.78591	-4.32946	0.239768	0.634947	4.11481	
38.5	38.5	-0.898758	2.45763	1.44261	-3.90024	0.276629	0.572592	4.08791	
38.5	39.5	-0.858125	2.3713	1.12677	-3.49806	0.300206	0.514923	4.0346	
38.5	40.5	-0.81814	2.28482	0.83807	-3.12289	0.313568	0.462187	3.9589	
38.5	41.5	-0.779009	2.19854	0.575949	-2.77449	0.319167	0.414385	3.86455	
38.5	42.5	-0.7409	2.11285	0.339613	-2.45246	0.318945	0.371352	3.75499	
38.5	43.5	-0.703949	2.02812	0.128073	-2.15619	0.31444	0.332817	3.63337	
38.5	44.5	-0.668263	1.9447	-0.0598313	-1.88487	0.306858	0.298451	3.50258	
38.5	45.5	-0.63392	1.86292	-0.225395	-1.63752	0.297139	0.267893	3.36519	
38.5	46.5	-0.600973	1.78304	-0.37002	-1.41302	0.286007	0.240777	3.22351	
38.5	47.5	-0.569457	1.7053	-0.495179	-1.21012	0.274019	0.216747	3.07955	
38.5	48.5	-0.539384	1.62989	-0.602382	-1.02751	0.261594	0.195465	2.93503	
38.5	49.5	-0.510753	1.55695	-0.693145	-0.863801	0.249044	0.176615	2.79141	
38.5	50.5	-0.483549	1.48658	-0.768967	-0.717612	0.236598	0.159911	2.64992	
38.5	51.5	-0.457744	1.41886	-0.831303	-0.587553	0.224421	0.145095	2.51155	
38.5	52.5	-0.433305	1.35382	-0.881549	-0.472267	0.212625	0.131935	2.37707	
38.5	53.5	-0.410188	1.29147	-0.921026	-0.370444	0.201286	0.120228	2.2471	
38.5	54.5	-0.388346	1.2318	-0.950973	-0.280832	0.19045	0.109793	2.12206	
38.5	55.5	-0.367729	1.17479	-0.972538	-0.202251	0.18014	0.100473	2.00227	
38.5	56.5	-0.348283	1.12037	-0.986778	-0.133596	0.170365	0.0921297	1.8879	
38.5	57.5	-0.329953	1.0685	-0.994658	-0.0738409	0.161122	0.0846437	1.77906	
38.5	58.5	-0.312683	1.01909	-0.997052	-0.0220397	0.152399	0.0779109	1.67575	
38.5	59.5	-0.29642	0.972075	-0.994749	0.022674	0.144179	0.0718409	1.57791	
38.5	60.5	-0.281107	0.927363	-0.988453	0.06109	0.136441	0.0663555	1.48544	
38.5	61.5	-0.266693	0.884868	-0.978792	0.0939244	0.129161	0.0613866	1.39819	
38.5	62.5	-0.253127	0.844498	-0.966323	0.121824	0.122317	0.0568753	1.316	
38.5	63.5	-0.240357	0.806163	-0.951535	0.145371	0.115883	0.0527704	1.23865	
38.5	64.5	-0.228338	0.76977	-0.934859	0.165088	0.109835	0.0490273	1.16594	
38.5	65.5	-0.217024	0.735229	-0.916671	0.181441	0.10415	0.0456071	1.09766	
38.5	66.5	-0.206371	0.70245	-0.897297	0.194847	0.0988043	0.0424759	1.03357	
38.5	67.5	-0.196339	0.671347	-0.877022	0.205675	0.0937774	0.039604	0.973451	
38.5	68.5	-0.18689	0.641834	-0.856089	0.214255	0.0890483	0.0369654	0.917085	
38.5	69.5	-0.177986	0.61383	-0.834708	0.220878	0.0845978	0.0345372	0.864253	
39.5	0.5	-0.821189	2.15509	1.82738	-3.98248	0.495109	1.33581	-3.69361	
39.5	1.5	-0.858021	2.3022	2.20848	-4.51068	0.777539	1.37021	-3.66472	
39.5	2.5	-0.894304	2.48586	2.60467	-5.09054	1.12971	1.37666	-3.58196	
39.5	3.5	-0.929442	2.72258	3.00116	-5.72374	1.56474	1.34103	-3.43354	
39.5	4.5	-0.962714	3.03614	3.374	-6.41014	2.09554	1.24346	-3.20687	
39.5	5.5	-0.993278	3.46019	3.68611	-7.1463	2.7317	1.05633	-2.89009	
39.5	6.5	-1.02019	4.04061	3.88266	-7.92327	3.47313	0.742661	-2.47575	
39.5	7.5	-1.04248	4.83579	3.88837	-8.72416	4.29853	0.256163	-1.96801	
39.5	8.5	-1.05933	5.91014	3.61269	-9.52283	5.14781	-0.452757	-1.39429	
39.5	9.5	-1.07035	7.31369	2.97389	-10.2876	5.90371	-1.41933	-0.818087	
39.5	10.5	-1.07601	9.04399	1.94808	-10.9921	6.39072	-2.63314	-0.339845	
39.5	11.5	-1.07785	11.0056	0.621342	-11.6269	6.41497	-4.00916	-0.0689459	
39.5	12.5	-1.07832	13.001	-0.804391	-12.1966	5.83934	-5.39136	-0.0750672	
39.5	13.5	-1.08027	14.7726	-2.06968	-12.7029	4.64781	-6.59534	-0.356391	
39.5	14.5	-1.08614	16.0785	-2.9448	-13.1338	2.95937	-7.46255	-0.844525	
39.5	15.5	-1.09751	16.7627	-3.29736	-13.4653	0.982368	-7.89744	-1.43615	
39.5	16.5	-1.11487	16.7736	-3.10042	-13.6732	-1.05857	-7.87173	-2.03008	
39.5	17.5	-1.13784	16.138	-2.39205	-13.7459	-2.96472	-7.404	-2.54433	
39.5	18.5	-1.16526	14.9375	-1.24553	-13.692	-4.56108	-6.54423	-2.90834	
39.5	19.5	-1.19528	13.3142	0.219799	-13.534	-5.69419	-5.37875	-3.05307	
39.5	20.5	-1.2254	11.4712	1.82055	-13.2918	-6.26411	-4.03927	-2.92276	
39.5	21.5	-1.25277	9.63665	3.33172	-12.9684	-6.26981	-2.68939	-2.50599	
39.5	22.5	-1.27474	8.00087	4.55607	-12.5569	-5.82183	-1.48068	-1.85709	
39.5	23.5	-1.28947	6.6658	5.39371	-12.0595	-5.09706	-0.504753	-1.07718	
39.5	24.5	-1.29619	5.64265	5.85188	-11.4945	-4.26575	0.218995	-0.267463	
39.5	25.5	-1.29496	4.88769	6.00021	-10.8879	-3.44657	0.718982	0.50206	
39.5	26.5	-1.2864	4.34008	5.92268	-10.2628	-2.70326	1.04114	1.19539	
39.5	27.5	-1.27135	3.94318	5.69227	-9.63544	-2.06086	1.23056	1.79985	
39.5	28.5	-1.2507	3.65179	5.36422	-9.01601	-1.52241	1.32465	2.31534	
39.5	29.5	-1.22532	3.43249	4.97772	-8.41021	-1.08035	1.35216	2.74743	
39.5	30.5	-1.19601	3.26149	4.55968	-7.82117	-0.722969	1.33441	3.10361	
39.5	31.5	-1.16348	3.12226	4.12839	-7.25066	-0.437732	1.2869	3.39156	
39.5	32.5	-1.12838	3.00354	3.69623	-6.69977	-0.212786	1.2208	3.6185	
39.5	33.5	-1.09129	2.89773	3.27162	-6.16935	-0.0375931	1.14406	3.79094	
39.5	34.5	-1.05272	2.79981	2.86037	-5.66018	0.0969289	1.0623	3.91471	
39.5	35.5	-1.01314	2.70655	2.46649	-5.17304	0.198454	0.979434	3.99508	
39.5	36.5	-0.972949	2.61593	2.09278	-4.70872	0.27339	0.898135	4.03687	
39.5	37.5	-0.932516	2.5268	1.74117	-4.26797	0.327047	0.820156	4.04453	
39.5	38.5	-0.892158	2.43851	1.41293	-3.85144	0.363796	0.74659	4.02226	
39.5	39.5	-0.852157	2.35084	1.10881	-3.45965	0.387218	0.678052	3.97399	
39.5	40.5	-0.812753	2.26378	0.829147	-3.09293	0.40023	0.61481	3.90346	
39.5	41.5	-0.77415	2.17745	0.573907	-2.75136	0.405202	0.556892	3.81418	
39.5	42.5	-0.736521	2.09209	0.34273	-2.43482	0.404042	0.504159	3.70949	
39.5	43.5	-0.700002	2.00795	0.134982	-2.14293	0.398284	0.456364	3.59244	
39.5	44.5	-0.664703	1.92529	-0.0502065	-1.87508	0.389152	0.413195	3.46587	
39.5	45.5	-0.630708	1.84436	-0.213898	-1.63046	0.377613	0.374304	3.33235	
39.5	46.5	-0.598072	1.7654	-0.357304	-1.4081	0.364429	0.339331	3.19418	
39.5	47.5	-0.566833	1.6886	-0.481747	-1.20685	0.350194	0.307918	3.05336	
39.5	48.5	-0.537008	1.61412	-0.588615	-1.02551	0.335367	0.279722	2.91166	
39.5	49.5	-0.508598	1.54209	-0.67933	-0.862764	0.320299	0.254416	2.77056	
39.5	50.5	-0.48159	1.47261	-0.755314	-0.717298	0.305252	0.231702	2.6313	
39.5	51.5	-0.455962	1.40574	-0.817965	-0.587774	0.290424	0.211302	2.4949	
39.5	52.5	-0.43168	1.34151	-0.86863	-0.472877	0.275955	0.192967	2.36218	
39.5	53.5	-0.408704	1.27993	-0.908598	-0.371328	0.261944	0.176472	2.23375	
39.5	54.5	-0.386989	1.22098	-0.939078	-0.281905	0.24846	0.161615	2.11008	
39.5	55.5	-0.366486	1.16465	-0.9612	-0.203446	0.235542	0.148216	1.99149	
39.5	56.5	-0.347141	1.11087	-0.976006	-0.134863	0.223214	0.136115	1.8782	
39.5	57.5	-0.328903	1.05959	-0.984448	-0.0751421	0.211483	0.125171	1.77031	
39.5	58.5	-0.311717	1.01074	-0.987394	-0.0233482	0.200347	0.115258	1.66783	
39.5	59.5	-0.295529	0.964248	-0.985626	0.021378	0.189795	0.106266	1.57074	
39.5	60.5	-0.280285	0.920024	-0.979845	0.0598204	0.17981	0.0980967	1.47893	
39.5	61.5	-0.265933	0.877985	-0.970676	0.092691	0.170374	0.0906639	1.39228	
39.5	62.5	-0.252423	0.838041	-0.958675	0.120633	0.161463	0.083891	1.31061	
39.5	63.5	-0.239705	0.800103	-0.94433	0.144227	0.153053	0.0777107	1.23374	
39.5	64.5	-0.227733	0.764082	-0.928074	0.163992	0.14512	0.072063	1.16145	
39.5	65.5	-0.216461	0.729887	-0.910281	0.180394	0.137639	0.0668951	1.09355	
39.5	66.5	-0.205848	0.697432	-0.89128	0.193849	0.130586	0.0621598	1.0298	
39.5	67.5	-0.195852	0.66663	-0.871355	0.204725	0.123936	0.0578155	0.969993	
39.5	68.5	-0.186435	0.6374	-0.850751	0.213351	0.117666	0.0538248	0.913907	
39.5	69.5	-0.177562	0.609659	-0.829678	0.220019	0.111755	0.0501548	0.861327	
40.5	0.5	-0.8071	2.16856	1.58889	-3.75745	0.353011	1.48051	-3.64108	
40.5	1.5	-0.8435	2.33427	1.91209	-4.24636	0.603225	1.53246	-3.63233	
40.5	2.5	-0.879602	2.53981	2.24014	-4.77995	0.909763	1.56217	-3.58019	
40.5	3.5	-0.914933	2.80051	2.55849	-5.359	1.28021	1.55889	-3.47691	
40.5	4.5	-0.948945	3.1372	2.84562	-5.98282	1.72013	1.50821	-3.31517	
40.5	5.5	-0.981023	3.57732	3.0711	-6.64842	2.23008	1.39145	-3.08955	
40.5	6.5	-1.01052	4.15507	3.1943	-7.34937	2.80051	1.18558	-2.79919	
40.5	7.5	-1.03682	4.90906	3.16569	-8.07475	3.4042	0.864937	-2.45196	
40.5	8.5	-1.05944	5.87465	2.93419	-8.80885	3.98719	0.406525	-2.06964	
40.5	9.5	-1.07822	7.06836	2.46416	-9.53253	4.46307	-0.199591	-1.69152	
40.5	10.5	-1.09346	8.46585	1.76082	-10.2267	4.71959	-0.936194	-1.37101	
40.5	11.5	-1.10601	9.98408	0.891194	-10.8753	4.64512	-1.74909	-1.16123	
40.5	12.5	-1.11717	11.4835	-0.018484	-11.465	4.16803	-2.55179	-1.09469	
40.5	13.5	-1.12838	12.7958	-0.814096	-11.9817	3.28761	-3.24576	-1.17004	
40.5	14.5	-1.14093	13.7659	-1.35752	-12.4084	2.07881	-3.74527	-1.35363	
40.5	15.5	-1.15564	14.2873	-1.56027	-12.727	0.669917	-3.9948	-1.59256	
40.5	16.5	-1.17278	14.3161	-1.39257	-12.9235	-0.791529	-3.97344	-1.83013	
40.5	17.5	-1.19207	13.8645	-0.872432	-12.9921	-2.16389	-3.6895	-2.01528	
40.5	18.5	-1.21276	12.9918	-0.053661	-12.9382	-3.32166	-3.17448	-2.10376	
40.5	19.5	-1.23369	11.7996	0.976108	-12.7757	-4.16289	-2.48186	-2.05774	
40.5	20.5	-1.25338	10.4246	2.09615	-12.5208	-4.62525	-1.68681	-1.85149	
40.5	21.5	-1.27018	9.01825	3.16841	-12.1867	-4.70517	-0.877792	-1.48256	
40.5	22.5	-1.28258	7.71244	4.07111	-11.7836	-4.46222	-0.137301	-0.978613	
40.5	23.5	-1.28947	6.59091	4.7316	-11.3225	-3.99783	0.478811	-0.38981	
40.5	24.5	-1.29027	5.6822	5.1353	-10.8175	-3.41935	0.949227	0.22933	
40.5	25.5	-1.28493	4.97404	5.30959	-10.2836	-2.81273	1.28002	0.834973	
40.5	26.5	-1.27371	4.43407	5.30013	-9.7342	-2.23372	1.49174	1.39896	
40.5	27.5	-1.25714	4.02539	5.15398	-9.17937	-1.71202	1.60907	1.90656	
40.5	28.5	-1.23579	3.71463	4.91151	-8.62614	-1.2594	1.65518	2.35212	
40.5	29.5	-1.2103	3.47466	4.6045	-8.07916	-0.876999	1.64958	2.73525	
40.5	30.5	-1.18129	3.28476	4.25679	-7.54155	-0.560324	1.60776	3.05826	
40.5	31.5	-1.14933	3.12959	3.88594	-7.01553	-0.302379	1.54162	3.32475	
40.5	32.5	-1.11497	2.99813	3.50473	-6.50286	-0.0954039	1.46014	3.53877	
40.5	33.5	-1.07871	2.88257	3.12252	-6.0051	0.0681925	1.36994	3.70444	
40.5	34.5	-1.04102	2.77751	2.7462	-5.5237	0.195393	1.27587	3.82583	
40.5	35.5	-1.00233	2.67926	2.38084	-5.0601	0.292392	1.18139	3.90688	
40.5	36.5	-0.963008	2.58538	2.03025	-4.61563	0.364565	1.08893	3.95143	
40.5	37.5	-0.923409	2.49433	1.69722	-4.19155	0.416506	1.00012	3.96322	
40.5	38.5	-0.883841	2.40516	1.38381	-3.78898	0.452098	0.915997	3.94587	
40.5	39.5	-0.844577	2.31738	1.09143	-3.40881	0.474593	0.837184	3.90296	
40.5	40.5	-0.805856	2.23077	0.820949	-3.05172	0.486699	0.763965	3.83793	
40.5	41.5	-0.767881	2.14531	0.572815	-2.71812	0.490651	0.696394	3.75411	
40.5	42.5	-0.730825	2.06108	0.347058	-2.40814	0.488286	0.634364	3.65468	
40.5	43.5	-0.694829	1.97825	0.14337	-2.12162	0.481102	0.577658	3.54263	
40.5	44.5	-0.660006	1.897	-0.0388485	-1.85815	0.470314	0.525987	3.42073	
40.5	45.5	-0.626439	1.81754	-0.200438	-1.61711	0.456902	0.47902	3.29153	
40.5	46.5	-0.594192	1.74006	-0.342428	-1.39763	0.441649	0.43641	3.15731	
40.5	47.5	-0.563303	1.66472	-0.465991	-1.19873	0.425178	0.397801	3.02011	
40.5	48.5	-0.533794	1.59166	-0.572397	-1.01927	0.407977	0.362851	2.88168	
40.5	49.5	-0.505668	1.52101	-0.66297	-0.858041	0.390431	0.331228	2.74353	
40.5	50.5	-0.478918	1.45284	-0.739054	-0.713789	0.372831	0.30262	2.60693	
40.5	51.5	-0.453521	1.38722	-0.801984	-0.585234	0.355404	0.276737	2.47293	
40.5	52.5	-0.429448	1.32417	-0.853061	-0.471108	0.338316	0.253314	2.34234	
40.5	53.5	-0.40666	1.2637	-0.893532	-0.37017	0.32169	0.232106	2.21583	
40.5	54.5	-0.385116	1.20581	-0.924578	-0.281229	0.305612	0.212892	2.09388	
40.5	55.5	-0.364767	1.15045	-0.947304	-0.20315	0.290139	0.195471	1.97683	
40.5	56.5	-0.345562	1.0976	-0.962735	-0.134862	0.275308	0.179662	1.86492	
40.5	57.5	-0.327451	1.04718	-0.971809	-0.075371	0.261139	0.165303	1.75825	
40.5	58.5	-0.310379	0.999137	-0.975384	-0.023753	0.247636	0.152249	1.65689	
40.5	59.5	-0.294295	0.953393	-0.974233	0.02084	0.234795	0.140369	1.56079	
40.5	60.5	-0.279146	0.90987	-0.969053	0.0591833	0.222606	0.129546	1.46987	
40.5	61.5	-0.264881	0.868483	-0.960465	0.0919819	0.211051	0.119676	1.38402	
40.5	62.5	-0.25145	0.829148	-0.949022	0.119874	0.20011	0.110666	1.30307	
40.5	63.5	-0.238804	0.791777	-0.935211	0.143434	0.189758	0.102431	1.22685	
40.5	64.5	-0.226898	0.756284	-0.919463	0.163179	0.179971	0.0948985	1.15515	
40.5	65.5	-0.215686	0.722581	-0.902154	0.179572	0.170724	0.0880001	1.08777	
40.5	66.5	-0.205128	0.690584	-0.883611	0.193026	0.16199	0.0816765	1.02451	
40.5	67.5	-0.195183	0.66021	-0.864118	0.203908	0.153742	0.0758738	0.965132	
40.5	68.5	-0.185814	0.631378	-0.843923	0.212545	0.145956	0.070544	0.909439	
40.5	69.5	-0.176983	0.604009	-0.823236	0.219228	0.138606	0.0656437	0.857217	
41.5	0.5	-0.791615	2.14985	1.37866	-3.52852	0.198344	1.61455	-3.57337	
41.5	1.5	-0.82741	2.32433	1.65488	-3.97921	0.414437	1.68333	-3.58028	
41.5	2.5	-0.863102	2.53838	1.92994	-4.46831	0.674584	1.73525	-3.55186	
41.5	3.5	-0.898312	2.80508	2.19078	-4.99586	0.982235	1.76237	-3.48294	
41.5	4.5	-0.932612	3.14112	2.41952	-5.56064	1.33805	1.7546	-3.36924	
41.5	5.5	-0.96554	3.56691	2.59279	-6.1597	1.73747	1.69972	-3.20848	
41.5	6.5	-0.996628	4.10555	2.68217	-6.78772	2.16723	1.5839	-3.00201	
41.5	7.5	-1.02545	4.77975	2.65673	-7.43648	2.60105	1.39352	-2.75702	
41.5	8.5	-1.05169	5.60538	2.48926	-8.09465	2.99586	1.1187	-2.48851	
41.5	9.5	-1.07522	6.58141	2.16683	-8.74823	3.29144	0.758865	-2.21977	
41.5	10.5	-1.09618	7.67839	1.70332	-9.38171	3.41755	0.328762	-1.97933	
41.5	11.5	-1.11499	8.83158	1.14752	-9.9791	3.31006	-0.138483	-1.79381	
41.5	12.5	-1.13229	9.94521	0.579178	-10.5244	2.93155	-0.594708	-1.67904	
41.5	13.5	-1.14881	10.9094	0.0921414	-11.0016	2.28649	-0.986333	-1.63434	
41.5	14.5	-1.16516	11.6234	-0.228412	-11.3949	1.42346	-1.26607	-1.64279	
41.5	15.5	-1.18175	12.0151	-0.324269	-11.6908	0.424215	-1.40171	-1.67662	
41.5	16.5	-1.19867	12.0515	-0.171808	-11.8797	-0.613724	-1.37958	-1.70417	
41.5	17.5	-1.21571	11.7384	0.219786	-11.9582	-1.59259	-1.20359	-1.69511	
41.5	18.5	-1.23236	11.1162	0.813461	-11.9297	-2.42487	-0.89283	-1.62298	
41.5	19.5	-1.24789	10.2551	1.5482	-11.8033	-3.0416	-0.47976	-1.46691	
41.5	20.5	-1.26138	9.24731	2.3441	-11.5914	-3.40178	-0.00790679	-1.21467	
41.5	21.5	-1.27186	8.1931	3.11354	-11.3066	-3.50081	0.473498	-0.866923	
41.5	22.5	-1.27845	7.18252	3.7787	-10.9612	-3.37116	0.918545	-0.439049	
41.5	23.5	-1.28046	6.27905	4.28787	-10.5669	-3.07161	1.29383	0.0422197	
41.5	24.5	-1.27753	5.51362	4.62161	-10.1352	-2.66915	1.58282	0.546334	
41.5	25.5	-1.26955	4.8896	4.78731	-9.67691	-2.22321	1.78413	1.04607	
41.5	26.5	-1.25669	4.39312	4.80805	-9.20117	-1.77772	1.90624	1.52117	
41.5	27.5	-1.23925	4.00283	4.7125	-8.71533	-1.36051	1.96219	1.95868	
41.5	28.5	-1.21766	3.69636	4.52859	-8.22495	-0.986494	1.96596	2.35143	
41.5	29.5	-1.19239	3.45367	4.28049	-7.73417	-0.661569	1.93043	2.69631	
41.5	30.5	-1.1639	3.2582	3.98799	-7.24619	-0.386029	1.86657	2.99279	
41.5	31.5	-1.13269	3.09693	3.6667	-6.76363	-0.156993	1.78332	3.24184	
41.5	32.5	-1.09922	2.95999	3.32879	-6.28878	0.0299989	1.68774	3.44535	
41.5	33.5	-1.06393	2.84009	2.98366	-5.82375	0.179998	1.58525	3.60569	
41.5	34.5	-1.02724	2.73193	2.63865	-5.37058	0.298081	1.47996	3.72555	
41.5	35.5	-0.98954	2.63177	2.29943	-4.93121	0.389036	1.37488	3.8078	
41.5	36.5	-0.951196	2.53702	1.97044	-4.50747	0.457212	1.27219	3.85545	
41.5	37.5	-0.912535	2.44595	1.6551	-4.10106	0.506468	1.1734	3.87161	
41.5	38.5	-0.873858	2.35744	1.35604	-3.71348	0.540161	1.07951	3.85944	
41.5	39.5	-0.835431	2.27083	1.07518	-3.34601	0.561181	0.991129	3.82213	
41.5	40.5	-0.797489	2.18576	0.813873	-2.99963	0.571986	0.908558	3.76287	
41.5	41.5	-0.760236	2.10208	0.572945	-2.67503	0.574649	0.831889	3.68481	
41.5	42.5	-0.723845	2.01982	0.352773	-2.37259	0.570904	0.761051	3.59099	
41.5	43.5	-0.688459	1.93904	0.15334	-2.09238	0.562192	0.69586	3.4843	
41.5	44.5	-0.654193	1.85988	-0.0257082	-1.83417	0.549705	0.636059	3.36746	
41.5	45.5	-0.621135	1.78251	-0.185005	-1.5975	0.534417	0.58134	3.24299	
41.5	46.5	-0.589351	1.70707	-0.325409	-1.38166	0.517122	0.531374	3.11316	
41.5	47.5	-0.558883	1.63372	-0.44795	-1.18577	0.498462	0.485816	2.97999	
41.5	48.5	-0.529756	1.56258	-0.553779	-1.0088	0.478951	0.444325	2.84526	
41.5	49.5	-0.501978	1.49376	-0.644124	-0.849632	0.458997	0.40657	2.71048	
41.5	50.5	-0.475542	1.42733	-0.72025	-0.707079	0.438922	0.372231	2.57695	
41.5	51.5	-0.450431	1.36335	-0.783429	-0.579924	0.418976	0.341008	2.44573	
41.5	52.5	-0.426617	1.30186	-0.834908	-0.46695	0.399349	0.312622	2.31766	
41.5	53.5	-0.404065	1.24286	-0.875895	-0.36696	0.380186	0.28681	2.19343	
41.5	54.5	-0.382734	1.18633	-0.907537	-0.278796	0.361591	0.263335	2.07354	
41.5	55.5	-0.362579	1.13226	-0.930912	-0.201353	0.343638	0.241977	1.95835	
41.5	56.5	-0.34355	1.08061	-0.947025	-0.133586	0.326376	0.222536	1.84811	
41.5	57.5	-0.325599	1.03132	-0.956797	-0.0745186	0.309836	0.20483	1.74296	
41.5	58.5	-0.308674	0.98432	-0.961075	-0.0232457	0.29403	0.188693	1.64296	
41.5	59.5	-0.292723	0.939553	-0.960621	0.0210676	0.278962	0.173978	1.54809	
41.5	60.5	-0.277695	0.89694	-0.956125	0.0591854	0.264625	0.160549	1.45829	
41.5	61.5	-0.263541	0.856401	-0.948204	0.091803	0.251004	0.148284	1.37344	
41.5	62.5	-0.250211	0.817854	-0.937405	0.119551	0.238082	0.137074	1.2934	
41.5	63.5	-0.237657	0.781218	-0.924216	0.142998	0.225835	0.12682	1.218	
41.5	64.5	-0.225836	0.746408	-0.909062	0.162655	0.214238	0.117432	1.14705	
41.5	65.5	-0.214702	0.713341	-0.892321	0.17898	0.203264	0.108831	1.08035	
41.5	66.5	-0.204215	0.681936	-0.874319	0.192383	0.192887	0.100943	1.0177	
41.5	67.5	-0.194335	0.652112	-0.855341	0.203229	0.183076	0.0937043	0.958883	
41.5	68.5	-0.185025	0.623792	-0.835633	0.211841	0.173806	0.0870553	0.903696	
41.5	69.5	-0.17625	0.5969	-0.815408	0.218508	0.165047	0.080943	0.851936	
42.5	0.5	-0.774852	2.10084	1.1977	-3.29853	0.0389834	1.7358	-3.49144	
42.5	1.5	-0.809881	2.27576	1.43679	-3.71256	0.221642	1.8199	-3.5099	
42.5	2.5	-0.844952	2.48764	1.67184	-4.15948	0.437956	1.89184	-3.49907	
42.5	3.5	-0.879753	2.74689	1.89186	-4.63874	0.688624	1.94585	-3.45534	
42.5	4.5	-0.91394	3.06601	2.08274	-5.14875	0.971488	1.97496	-3.37606	
42.5	5.5	-0.947152	3.45912	2.22734	-5.68647	1.2798	1.9713	-3.26021	
42.5	6.5	-0.979027	3.94057	2.30655	-6.24712	1.60009	1.92663	-3.10943	
42.5	7.5	-1.00924	4.52212	2.30172	-6.82384	1.91004	1.83379	-2.92901	
42.5	8.5	-1.03754	5.20837	2.19914	-7.40751	2.17738	1.68879	-2.72852	
42.5	9.5	-1.06379	5.99081	1.99615	-7.98696	2.36133	1.49366	-2.52152	
42.5	10.5	-1.088	6.84209	1.70724	-8.54933	2.41819	1.25893	-2.32348	
42.5	11.5	-1.11034	7.71392	1.36685	-9.08077	2.31092	1.00445	-2.14822	
42.5	12.5	-1.13107	8.54087	1.02612	-9.56698	2.0201	0.757333	-2.00385	
42.5	13.5	-1.15052	9.25054	0.743423	-9.99397	1.5517	0.547146	-1.89014	
42.5	14.5	-1.16895	9.77677	0.572095	-10.3489	0.938172	0.400249	-1.79851	
42.5	15.5	-1.18651	10.0712	0.549945	-10.6212	0.232929	0.33516	-1.7143	
42.5	16.5	-1.2032	10.1102	0.693652	-10.8039	-0.499172	0.360238	-1.62	
42.5	17.5	-1.21882	9.8964	0.998026	-10.8944	-1.19156	0.473456	-1.49827	
42.5	18.5	-1.23302	9.4569	1.43807	-10.895	-1.78404	0.663368	-1.33393	
42.5	19.5	-1.24532	8.83926	1.97229	-10.8116	-2.22956	0.910514	-1.11569	
42.5	20.5	-1.25514	8.10536	2.54758	-10.6529	-2.50007	1.18947	-0.837838	
42.5	21.5	-1.26188	7.32232	3.10684	-10.4292	-2.59055	1.47217	-0.501996	
42.5	22.5	-1.26501	6.55168	3.59875	-10.1504	-2.51876	1.7324	-0.117516	
42.5	23.5	-1.26412	5.84014	3.98652	-9.82666	-2.31928	1.9502	0.300181	
42.5	24.5	-1.25896	5.21519	4.2519	-9.46709	-2.03412	2.11419	0.732987	
42.5	25.5	-1.24947	4.68637	4.39362	-9.07999	-1.70356	2.22137	1.16358	
42.5	26.5	-1.23574	4.25018	4.42224	-8.67242	-1.3604	2.275	1.5777	
42.5	27.5	-1.218	3.89573	4.3545	-8.25023	-1.02804	2.28201	1.9649	
42.5	28.5	-1.19656	3.60923	4.20891	-7.81814	-0.72117	2.25085	2.31828	
42.5	29.5	-1.17176	3.37682	4.00318	-7.38001	-0.447628	2.18999	2.63377	
42.5	30.5	-1.14402	3.18615	3.75295	-6.9391	-0.21041	2.10718	2.90937	
42.5	31.5	-1.11371	3.02687	3.47144	-6.4983	-0.00936405	2.00908	3.14453	
42.5	32.5	-1.08126	2.8907	3.16958	-6.06028	0.15755	1.9012	3.33968	
42.5	33.5	-1.04705	2.77125	2.85633	-5.62758	0.293375	1.78794	3.49596	
42.5	34.5	-1.01146	2.6637	2.53894	-5.20264	0.40159	1.67275	3.61502	
42.5	35.5	-0.974865	2.56452	2.22332	-4.78784	0.485744	1.55827	3.69889	
42.5	36.5	-0.937595	2.47118	1.91422	-4.38541	0.549246	1.44644	3.74989	
42.5	37.5	-0.899968	2.38192	1.61548	-3.9974	0.595252	1.33867	3.77059	
42.5	38.5	-0.862275	2.29556	1.33011	-3.62568	0.626603	1.2359	3.76374	
42.5	39.5	-0.824776	2.21137	1.06044	-3.27181	0.645819	1.13874	3.7322	
42.5	40.5	-0.787703	2.1289	0.808175	-2.93707	0.655093	1.04753	3.67892	
42.5	41.5	-0.75126	2.04795	0.574461	-2.62241	0.656319	0.962403	3.60685	
42.5	42.5	-0.715619	1.96846	0.359966	-2.32843	0.651116	0.883319	3.5189	
